iso3,area_id,kp,median,lower,upper,indicator
COD,COD_2_1,FSW,0.0839,0.042275315,0.159152118,prevalence
COD,COD_2_2,FSW,0.0988,0.051082965,0.17885117,prevalence
COD,COD_2_3,FSW,0.0860,0.042421321,0.176032927,prevalence
COD,COD_2_4,FSW,0.0963,0.056284937,0.17154158,prevalence
COD,COD_2_5,FSW,0.0911,0.046604983,0.165581035,prevalence
COD,COD_2_6,FSW,0.0970,0.050494165,0.169289816,prevalence
COD,COD_2_7,FSW,0.0684,0.030755034,0.142094707,prevalence
COD,COD_2_8,FSW,0.0745,0.037206278,0.1361827,prevalence
COD,COD_2_9,FSW,0.0616,0.031770267,0.1145722,prevalence
COD,COD_2_10,FSW,0.0860,0.044084369,0.161684197,prevalence
COD,COD_2_11,FSW,0.0900,0.046255966,0.175078155,prevalence
COD,COD_2_12,FSW,0.0734,0.038694907,0.127619708,prevalence
COD,COD_2_14,FSW,0.0949,0.044642977,0.169589445,prevalence
COD,COD_2_15td,FSW,0.1169,0.060967904,0.217593514,prevalence
COD,COD_2_90hs,FSW,0.1161,0.05895424,0.211262723,prevalence
COD,COD_2_16,FSW,0.1095,0.057048426,0.196394603,prevalence
COD,COD_2_17,FSW,0.1004,0.05127956,0.180963895,prevalence
COD,COD_2_18,FSW,0.1167,0.040187252,0.3177826,prevalence
COD,COD_2_19,FSW,0.1265,0.062917324,0.240857306,prevalence
COD,COD_2_20,FSW,0.0939,0.048798068,0.167343859,prevalence
COD,COD_2_21,FSW,0.1050,0.052681469,0.188087543,prevalence
COD,COD_2_22,FSW,0.1308,0.067531336,0.237291056,prevalence
COD,COD_2_23,FSW,0.0853,0.04158149,0.163616163,prevalence
COD,COD_2_24,FSW,0.0694,0.033967222,0.135725303,prevalence
COD,COD_2_25,FSW,0.0892,0.047899974,0.1661215,prevalence
COD,COD_2_26,FSW,0.0743,0.037482014,0.146353187,prevalence
COD,COD_2_27,FSW,0.0776,0.036065693,0.157196498,prevalence
COD,COD_2_28,FSW,0.1083,0.057669815,0.178958321,prevalence
COD,COD_2_29,FSW,0.0841,0.042025065,0.16360248,prevalence
COD,COD_2_30,FSW,0.0958,0.045359315,0.187305486,prevalence
COD,COD_2_31,FSW,0.1023,0.052666696,0.186393171,prevalence
COD,COD_2_32,FSW,0.0952,0.048763431,0.181842089,prevalence
COD,COD_2_33,FSW,0.1014,0.0526661,0.185909201,prevalence
COD,COD_2_34,FSW,0.0791,0.036748641,0.152334005,prevalence
COD,COD_2_35,FSW,0.0760,0.038508055,0.138777267,prevalence
COD,COD_2_36,FSW,0.0811,0.039953747,0.1543422,prevalence
COD,COD_2_37,FSW,0.0690,0.031316319,0.14031054,prevalence
COD,COD_2_38,FSW,0.0903,0.050069504,0.161236491,prevalence
COD,COD_2_40,FSW,0.0907,0.047655531,0.171846299,prevalence
COD,COD_2_41,FSW,0.0759,0.038423981,0.145597032,prevalence
COD,COD_2_42,FSW,0.0802,0.041337817,0.161152694,prevalence
COD,COD_2_43,FSW,0.0795,0.039373155,0.15712624,prevalence
COD,COD_2_44,FSW,0.0678,0.034009359,0.138860121,prevalence
COD,COD_2_45,FSW,0.0737,0.037927548,0.144239616,prevalence
COD,COD_2_46,FSW,0.0779,0.040789887,0.153863284,prevalence
COD,COD_2_47,FSW,0.0919,0.046844435,0.173091877,prevalence
COD,COD_2_48,FSW,0.0694,0.03347146,0.140384424,prevalence
COD,COD_2_49,FSW,0.0743,0.038563288,0.145814952,prevalence
COD,COD_2_50,FSW,0.0848,0.04342862,0.177568427,prevalence
COD,COD_2_51,FSW,0.0856,0.040906922,0.167584453,prevalence
COD,COD_2_52,FSW,0.0905,0.043869124,0.172353137,prevalence
COD,COD_2_53,FSW,0.1089,0.049347017,0.214792169,prevalence
COD,COD_2_54,FSW,0.0826,0.040463562,0.167857324,prevalence
COD,COD_2_55,FSW,0.0906,0.046332571,0.173747265,prevalence
COD,COD_2_56,FSW,0.0938,0.055302235,0.162274451,prevalence
COD,COD_2_57,FSW,0.0792,0.033528483,0.190133119,prevalence
COD,COD_2_58,FSW,0.0713,0.035192983,0.137292892,prevalence
COD,COD_2_59,FSW,0.0559,0.025471909,0.11985543,prevalence
COD,COD_2_60,FSW,0.0717,0.031397551,0.142188703,prevalence
COD,COD_2_61,FSW,0.0664,0.033005849,0.121329348,prevalence
COD,COD_2_62,FSW,0.0581,0.02735512,0.118456677,prevalence
COD,COD_2_63,FSW,0.0698,0.03599919,0.132300628,prevalence
COD,COD_2_64,FSW,0.0676,0.035331028,0.124020719,prevalence
COD,COD_2_65,FSW,0.0711,0.035505254,0.138633631,prevalence
COD,COD_2_66,FSW,0.0675,0.033657929,0.132198688,prevalence
COD,COD_2_67,FSW,0.0626,0.031636824,0.12040082,prevalence
COD,COD_2_68,FSW,0.0728,0.035210203,0.136476194,prevalence
COD,COD_2_69,FSW,0.0708,0.035607484,0.135969188,prevalence
COD,COD_2_70,FSW,0.0804,0.041455918,0.153692178,prevalence
COD,COD_2_71,FSW,0.0614,0.028669625,0.122441587,prevalence
COD,COD_2_72,FSW,0.0670,0.033042167,0.137047755,prevalence
COD,COD_2_73,FSW,0.0614,0.029885795,0.125543278,prevalence
COD,COD_2_74,FSW,0.0635,0.033314831,0.123133082,prevalence
COD,COD_2_75,FSW,0.1245,0.056123428,0.255797757,prevalence
COD,COD_2_76,FSW,0.0658,0.032898377,0.125947552,prevalence
COD,COD_2_77,FSW,0.0670,0.033042382,0.127746021,prevalence
COD,COD_2_78,FSW,0.0666,0.032436405,0.128369625,prevalence
COD,COD_2_79,FSW,0.0820,0.040325399,0.169628713,prevalence
COD,COD_2_80,FSW,0.0680,0.035724943,0.142036972,prevalence
COD,COD_2_81,FSW,0.0657,0.032484639,0.134762111,prevalence
COD,COD_2_83,FSW,0.0625,0.029352148,0.127051292,prevalence
COD,COD_2_84,FSW,0.0719,0.035699523,0.139343165,prevalence
COD,COD_2_85,FSW,0.0901,0.028056811,0.245529192,prevalence
COD,COD_2_86,FSW,0.0796,0.038027832,0.153217937,prevalence
COD,COD_2_87,FSW,0.0934,0.049373726,0.172681185,prevalence
COD,COD_2_88,FSW,0.0667,0.034213907,0.138039784,prevalence
COD,COD_2_89,FSW,0.1066,0.057435941,0.192196195,prevalence
COD,COD_2_91,FSW,0.0797,0.039817243,0.155867611,prevalence
COD,COD_2_92,FSW,0.0636,0.029675369,0.127122979,prevalence
COD,COD_2_93,FSW,0.0656,0.034200185,0.125977103,prevalence
COD,COD_2_94,FSW,0.0576,0.025152975,0.123867042,prevalence
COD,COD_2_95,FSW,0.0827,0.042281372,0.153280402,prevalence
COD,COD_2_96,FSW,0.0706,0.036222101,0.128232001,prevalence
COD,COD_2_97,FSW,0.0643,0.03013034,0.129474943,prevalence
COD,COD_2_98,FSW,0.0611,0.030470414,0.125206548,prevalence
COD,COD_2_99,FSW,0.0630,0.029352164,0.129880347,prevalence
COD,COD_2_100,FSW,0.0982,0.050753172,0.18479871,prevalence
COD,COD_2_101,FSW,0.0735,0.039327526,0.132831202,prevalence
COD,COD_2_102,FSW,0.0945,0.05094569,0.174005888,prevalence
COD,COD_2_103,FSW,0.0846,0.044863806,0.150580898,prevalence
COD,COD_2_104,FSW,0.0849,0.040469641,0.159660845,prevalence
COD,COD_2_105,FSW,0.0847,0.043072036,0.161033593,prevalence
COD,COD_2_106,FSW,0.0889,0.044214043,0.1791185,prevalence
COD,COD_2_107,FSW,0.0825,0.041894727,0.15006136,prevalence
COD,COD_2_108,FSW,0.0701,0.035286858,0.134489944,prevalence
COD,COD_2_109,FSW,0.0677,0.033560573,0.125358867,prevalence
COD,COD_2_110,FSW,0.0754,0.037520627,0.154269041,prevalence
COD,COD_2_111,FSW,0.0873,0.02790429,0.238273706,prevalence
COD,COD_2_112,FSW,0.0855,0.037589677,0.192048086,prevalence
COD,COD_2_113,FSW,0.1058,0.055976158,0.185240773,prevalence
