iso3,area_id,kp,median,lower,upper,indicator
CMR,CMR_1_1,FSW,0.1864206558668287,0.10834605262018011,0.30527251498715813,prevalence
CMR,CMR_1_2,FSW,0.18466545492648817,0.10592826762948604,0.3060996934474419,prevalence
CMR,CMR_1_3,FSW,0.18874198421764615,0.11030585737438778,0.30480858509579095,prevalence
CMR,CMR_1_4,FSW,0.1434849875424085,0.07725464221293628,0.2574823588048544,prevalence
CMR,CMR_1_5,FSW,0.19522491548805393,0.10793020245801709,0.326454254343309,prevalence
CMR,CMR_1_6,FSW,0.1521097901577061,0.08420624905084718,0.26301329933174916,prevalence
CMR,CMR_1_7,FSW,0.20912894408348331,0.12359861050159043,0.34206220321302494,prevalence
CMR,CMR_1_8,FSW,0.182802874150866,0.10611136094254928,0.3064072172892872,prevalence
CMR,CMR_1_9,FSW,0.17701211472292028,0.10349207580357345,0.289879666743089,prevalence
CMR,CMR_1_10,FSW,0.1891817604129561,0.11034944062193616,0.318219015153647,prevalence
CMR,CMR_1_1,PWID,0.04939045045961325,0.01942996433108415,0.1307050765331518,prevalence
CMR,CMR_1_2,PWID,0.04896273692426724,0.01796364030072334,0.1330278490894501,prevalence
CMR,CMR_1_3,PWID,0.05369109762322462,0.01902923935842024,0.16051825210356127,prevalence
CMR,CMR_1_4,PWID,0.04493923890506093,0.01724002806966658,0.11282055635943912,prevalence
CMR,CMR_1_5,PWID,0.04796571549745464,0.01745945250562498,0.13595455414999094,prevalence
CMR,CMR_1_6,PWID,0.04671327168076793,0.01806057498814188,0.12339554069948212,prevalence
CMR,CMR_1_7,PWID,0.04848731263557215,0.01770282869829871,0.13358434211889209,prevalence
CMR,CMR_1_8,PWID,0.04623748654495471,0.01824668316771358,0.12486829635220476,prevalence
CMR,CMR_1_9,PWID,0.05123614925377166,0.01885695342543543,0.14193002077114844,prevalence
CMR,CMR_1_10,PWID,0.04931141826704307,0.01886741581553221,0.12690064453223965,prevalence
CMR,CMR_1_1,MSM,0.18823933381465016,0.10053920218960873,0.3341921981943004,prevalence
CMR,CMR_1_2,MSM,0.32213248458499255,0.20097466909275288,0.4842822170544643,prevalence
CMR,CMR_1_3,MSM,0.19743711412454473,0.10305351887006985,0.342997059393622,prevalence
